,AUTEURS,DATES,LIENS,RUBRIQUES
0,Informatica, 14/12/2006,https://www.decideo.fr/Informatica-annonce-le-rachat-d-Itemfield_a1746.html,comunique
0,Qliktech, 15/12/2006,https://www.decideo.fr/QlikView-for-Communities-produit-les-analyses-QlikView-pour-le-grand-public_a1747.html,comunique
0,BristolDecision, 18/12/2006,https://www.decideo.fr/Pro-Natura-le-leader-du-Bio-ameliore-le-pilotage-de-sa-performance-avec-BristolReport_a1748.html,comunique
0,AGT, 19/12/2006,https://www.decideo.fr/Les-Jardineries-du-Terroir-choisissent-la-solution-de-Business-Intelligence-leader-des-reseaux-IG4-d-AGT_a1759.html,comunique
0,Business Objects, 19/12/2006,https://www.decideo.fr/CRYSTAL-REPORTS-FOR-ECLIPSE-DESORMAIS-ENCAPSULE-DANS-LA-PLATE-FORME-IBM-RATIONAL-SOFTWARE-VERSION-7-0_a1753.html,comunique
0,Cognos, 21/12/2006,https://www.decideo.fr/COGNOS-ANNONCE-DE-TRES-BONS-RESULTATS-POUR-LE-TROISIEME-TRIMESTRE-DE-SON-EXERCICE-FISCAL-2007_a1752.html,comunique
0,Pierre Audouin Consultants, 31/12/2006,https://www.decideo.fr/Le-marche-du-decisionnel-en-France-une-croissance-exceptionnelle_a1769.html,comunique
0,SPSS, 03/01/2007,https://www.decideo.fr/SPSS-developpe-un-nouveau-partenariat-autour-de-la-plate-forme-System-i-d-IBM_a1763.html,comunique
0,Cegid, 03/01/2007,https://www.decideo.fr/Certification-NF-Logiciel-IAS-IFRS-renouvelee-pour-Cegid-Business-Servantissimmo-Cegid-Etafi-Conso-et-Cegid-FCRS_a1768.html,comunique
0,Partake Consulting, 05/01/2007,https://www.decideo.fr/Respect-des-delais-Partake-finalise-comme-prevu-la-consolidation-statutaire-du-Groupe-SAUR-avec-HFM_a1772.html,comunique
0,Sybase, 05/01/2007,https://www.decideo.fr/NATIXIS-CHOISIT-SYBASE-IQ_a1780.html,comunique
0,Cardiff, 08/01/2007,https://www.decideo.fr/Cardiff-lance-sa-solution-Expertise-Recommendation-for-Intelligent-Documents_a1776.html,comunique
0,Siperian, 08/01/2007,https://www.decideo.fr/Siperian-fournisseur-de-premier-plan-de-solutions-de-gestion-des-donnees-de-base-ouvre-un-bureau-a-Londres-en-reponse_a1778.html,comunique
0,Cognos, 08/01/2007,https://www.decideo.fr/COGNOS-8-GO-SEARCH-S-INTEGRE-AU-MOTEUR-DE-RECHERCHE-IBM-OMNIFIND-YAHOO-EDITION_a1781.html,comunique
0,Keyrus, 09/01/2007,https://www.decideo.fr/KEYRUS-recoit-le-DECIDEO-D-OR-2007-de-la-SSII-presentant-la-meilleure-perspective-de-croissance_a1784.html,comunique
0,Talend, 09/01/2007,https://www.decideo.fr/TALEND-OPEN-STUDIO-FRANCHIT-LA-BARRE-DES-25-000-TELECHARGEMENTS_a1785.html,comunique
0,Business & Décision, 10/01/2007,https://www.decideo.fr/Le-Groupe-Palladium-choisit-Infineo-filiale-de-Business-Decision-comme-representant-exclusif-pour-la-France_a1787.html,comunique
0,Applix, 10/01/2007,https://www.decideo.fr/Cadbury-France-gagne-20-d-efficacite-dans-le-traitement-de-ses-donnees-grace-a-Applix-Executive-Viewer_a1788.html,comunique
0,BristolDecision, 10/01/2007,https://www.decideo.fr/La-Direction-Financiere-de-Societe-Generale-Corporate-Investment-Banking-choisit-BristolReport-pour-l-analyse-de-la_a1789.html,comunique
0,Spotfire, 10/01/2007,https://www.decideo.fr/INVESTISSEMENTS-Partenariat-mondial-entre-les-editeurs-SimCorp-et-Spotfire-pour-optimiser-l-interpretation-des-donnees_a1790.html,comunique
0,Teradata, 11/01/2007,https://www.decideo.fr/Leroy-Merlin-Groupe-deploie-l-entrepot-de-donnees-d-entreprise-signe-Teradata-a-travers-le-monde_a1791.html,comunique
0,Open Text, 11/01/2007,https://www.decideo.fr/EN-INTEGRANT-LES-OFFRES-D-HUMMINGBIRD-OPEN-TEXT-FRANCHIT-UNE-NOUVELLE-ETAPE_a1792.html,comunique
0,Cognos, 12/01/2007,https://www.decideo.fr/COGNOS-PRESENTE-COGNOS-8-GO-MOBILE-POUR-SAP_a1793.html,comunique
0,SAS, 12/01/2007,https://www.decideo.fr/SAS-presente-SAS-Marketing-Performance-Management_a1794.html,comunique
0,Open Text, 15/01/2007,https://www.decideo.fr/OPEN-TEXT-PRESENTE-SA-STRATEGIE-PRODUITS-CONCERNANT-LES-OUTILS-D-INTEGRATION-DE-DONNEES_a1799.html,comunique
0,BayesiaLab, 16/01/2007,https://www.decideo.fr/BayesiaLab-choisi-par-1000mercis--specialiste-du-marketing-interactif_a1803.html,comunique
0,Business & Décision, 16/01/2007,https://www.decideo.fr/Business-Decision-recoit-le-Decideo-d-Or-2006-pour-la-troisieme-annee-consecutive_a1801.html,comunique
0,Spotfire, 16/01/2007,https://www.decideo.fr/Spotfire-lance-DXP-1-1-et-accelere-l-avenement-de-solutions-de-Business-Intelligence-de-nouvelle-generation_a1802.html,comunique
0,Altair, 16/01/2007,https://www.decideo.fr/Altair-acquiert-la-participation-majoritaire-chez-Hicare-developpeur-italien-de-logiciels-de-business-intelligence_a1804.html,comunique
0,Nedstat, 18/01/2007,https://www.decideo.fr/NEDSTAT-LANCE-DIRECT-VIEW_a1816.html,comunique
0,SAS, 18/01/2007,https://www.decideo.fr/Outiror-et-SAS-le-decisionnel-au-service-de-la-performance-commerciale_a1807.html,comunique
0,Hyperion, 18/01/2007,https://www.decideo.fr/SAUR-fluidifie-sa-consolidation-statutaire-et-son-reporting-avec-Hyperion-System-9_a1808.html,comunique
0,Spad, 19/01/2007,https://www.decideo.fr/SPAD-termine-2006-en-croissance-continue-avec-de-tres-belles-nouvelles-signatures-et-de-nouvelles-opportunites-de_a1810.html,comunique
0,Symtrax, 22/01/2007,https://www.decideo.fr/Symtrax-annonce-un-composant-Web-pour-sa-suite-de-Business-Intelligence-StarQuery_a1817.html,comunique
0,Cognos, 22/01/2007,https://www.decideo.fr/Cognos-acquiert-Celequest_a1815.html,comunique
0,ScreenTonic, 22/01/2007,https://www.decideo.fr/ScreenTonic-continue-d-innover-au-service-de-ses-clients-et-opte-pour-PRELYTIS-LiveDashBoard_a1818.html,comunique
0,Teradata, 22/01/2007,https://www.decideo.fr/Teradata-Warehouse-Miner-5-0-pour-une-optimisation-des-applications-analytiques-avancees_a1819.html,comunique
0,Talend, 23/01/2007,https://www.decideo.fr/SOLUTIONS-LINUX-TALEND-present-sur-le-stand-de-capgemini_a1821.html,comunique
0,Applix, 24/01/2007,https://www.decideo.fr/SELON-LA-DERNIERE-ETUDE-OLAP-SURVEY-6--APPLIX-COMPTE-PARMI-LES-ACTEURS-DE-PREMIER-PLAN-DE-LA-BUSINESS-INTELLIGENCE_a1823.html,comunique
0,Keyrus, 24/01/2007,https://www.decideo.fr/L-INSTITUT-GUSTAVE-ROUSSY-choisit-KEYRUS-pour-l-Elaboration-de-son-nouveau-systEme-d-information-dEcisionnel_a1824.html,comunique
0,Cartesis, 24/01/2007,https://www.decideo.fr/Cartesis-poursuit-sa-forte-dynamique-de-croissance-enregistrant-un-nombre-record-de-transactions-au-cours-du-premier_a1830.html,comunique
0,Aralys, 24/01/2007,https://www.decideo.fr/Aralys-met-en-place-une-dynamique-de-recrutement-sur-le-long-terme_a1826.html,comunique
0,SPSS, 25/01/2007,https://www.decideo.fr/La-nouvelle-version-de-Clementine--l-atelier-de-data-mining-de-SPSS-marque-une-avancee-majeure-en-integrant-la_a1834.html,comunique
0,Compass Management Consulting, 25/01/2007,https://www.decideo.fr/Comment-reussir-ses-tableaux-de-bord-de-pilotage-informatique_a1831.html,comunique
0,Cognos, 26/01/2007,https://www.decideo.fr/COGNOS-CLASSE-PARMI-LES-LEADERS-DES-SOLUTIONS-DE-GESTION-DE-LA-PERFORMANCE_a1829.html,comunique
0,Oracle, 29/01/2007,https://www.decideo.fr/Oracle-annonce-la-disponibilite-d-Oracle-Business-Intelligence-Suite-Enterprise-Edition-10g-Version-3_a1835.html,comunique
0,Hyperion, 29/01/2007,https://www.decideo.fr/Hyperion-en-passe-d-acquerir-Decisioneering_a1832.html,comunique
0,Hyperion, 29/01/2007,https://www.decideo.fr/Hyperion-annonce-des-resultats-record-pour-le-deuxieme-trimestre-de-son-exercice-2007_a1833.html,comunique
0,Business Objects, 29/01/2007,https://www.decideo.fr/Business-Objects-place-parmi-les-leaders-du-Magic-Quadrant-dedie-aux-plates-formes-de-Business-Intelligence_a1847.html,comunique
0,Jaspersoft, 30/01/2007,https://www.decideo.fr/JasperSoft-annonce-l-internationalisation-de-toute-la-suite-de-decisionnel-Open-Source_a1836.html,comunique
0,Business & Décision, 30/01/2007,https://www.decideo.fr/Business-Decision-depasse-ses-objectifs-avec-une-croissance-de-56-de-son-chiffre-d-affaires-annuel_a1841.html,comunique
0,Talend, 30/01/2007,https://www.decideo.fr/Talend-signe-un-accord-OEM-strategique-mondial-avec-JasperSoft_a1844.html,comunique
0,Autonomy, 30/01/2007,https://www.decideo.fr/Autonomy-annonce-Meaning-Analytics-Warehouse_a1840.html,comunique
0,Jaspersoft, 30/01/2007,https://www.decideo.fr/JasperSoft-Lance-JasperETL_a1850.html,comunique
0,Information Builders, 31/01/2007,https://www.decideo.fr/Le-Conseil-de-l-Europe-choisit-Information-Builders-comme-solution-de-Business-Intelligence-d-Entreprise_a1837.html,comunique
0,Fast, 31/01/2007,https://www.decideo.fr/FAST-ASSOCIE-BUSINESS-INTELLIGENCE-ET-RECHERCHE_a1838.html,comunique
0,SAS, 31/01/2007,https://www.decideo.fr/ODESYS-devient-revendeur-des-solutions-decisionnelles-SAS-dediees-aux-PME_a1839.html,comunique
0,Hyperion, 31/01/2007,https://www.decideo.fr/HYPERION-PREND-PLACE-DANS-LE-QUADRANT-DES-LEADERS-DES-PLATES-FORMES-DE-BUSINESS-INTELLIGENCE_a1848.html,comunique
0,Complex Systems, 01/02/2007,https://www.decideo.fr/MMA-choisit-DataLab-pour-la-construction-de-ses-scores-clients_a1845.html,comunique
0,Agt, 01/02/2007,https://www.decideo.fr/AGT-invente-une-nouvelle-solution-de-Business-Intelligence-pour-Mr-Bricolage_a1846.html,comunique
0,Attunity, 01/02/2007,https://www.decideo.fr/Attunity-lance-le-1er-accelerateur-de-capture-de-donnees-modifiees-pour-SSIS_a1843.html,comunique
0,Informatica, 01/02/2007,https://www.decideo.fr/Informatica-annonce-pour-l-exercice-2006-un-chiffre-d-affaires-record-de-325-millions-de-dollars-en-hausse-de-21_a1849.html,comunique
0,Talend, 01/02/2007,https://www.decideo.fr/Talend-signe-un-accord-OEM-strategique-mondial-avec-JasperSoft_a1851.html,comunique
0,Business Objects, 05/02/2007,https://www.decideo.fr/BUSINESS-OBJECTS-DEVOILE-UNE-NOUVELLE-LIGNE-DE-PRODUITS-POUR-LES-PME_a1858.html,comunique
0,Business Objects, 05/02/2007,https://www.decideo.fr/BUSINESS-OBJECTS-DEVELOPPE-SES-SOLUTIONS-POUR-LES-PME-POUR-REPONDRE-A-UNE-DEMANDE-CROISSANTE_a1859.html,comunique
0,Soft Computing, 06/02/2007,https://www.decideo.fr/Gaz-de-France-qualifie-et-segmente-avec-succes-10-millions-de-foyers-particuliers-grace-aux-expertises-conjointes-de_a1856.html,comunique
0,Hyperion, 06/02/2007,https://www.decideo.fr/SODEXHO-DEPLOIE-SA-VISION-DU-BUSINESS-PERFORMANCE-MANAGEMENT-AVEC-HYPERION-SYSTEM-9_a1857.html,comunique
0,Business Objects, 06/02/2007,https://www.decideo.fr/BUSINESS-OBJECTS-PUBLIE-DES-RESULTATS-RECORDS-AU-QUATRIEME-TRIMESTRE-2006-ET-SUR-L-EXERCICE-2006_a1860.html,comunique
0,Informatica, 07/02/2007,https://www.decideo.fr/Informatica-et-CSC-se-mobilisent-pour-l-integration-de-donnees_a1908.html,comunique
0,Business & Décision, 07/02/2007,https://www.decideo.fr/Business-Decision-devient-actionnaire-majoritaire-de-la-societe-Integrated-Solutions-en-Suisse_a1861.html,comunique
0,Applix, 12/02/2007,https://www.decideo.fr/Applix-reconnu-leader-de-la-satisfaction-clients-par-l-etude-BPM-Pulse-de-BPM-Partners_a1862.html,comunique
0,SmartFocus, 12/02/2007,https://www.decideo.fr/SmartFOCUS-etend-son-partenariat-avec-KXEN-et-enrichit-son-offre-analytique_a1867.html,comunique
0,Teradata, 12/02/2007,https://www.decideo.fr/La-holding-financiere-taiwanaise-Hua-Nan-choisit-Teradata_a1868.html,comunique
0,Information Builders, 12/02/2007,https://www.decideo.fr/Information-Builders-lance-WebFOCUS-Magnify-une-approche-orientee-services-pour-les-moteurs-de-recherche_a1869.html,comunique
0,Keyrus, 13/02/2007,https://www.decideo.fr/KEYRUS-et-NETEZZA-offrent-une-performance-et-des-possibilites-inegalees-a-la-capitale-assurances-generales-dans-le_a1864.html,comunique
0,SPSS, 13/02/2007,https://www.decideo.fr/Le-logiciel-SPSS-Clementine-obtient-la-certification-Powered-by-SAP-NetWeaver_a1866.html,comunique
0,Partake Consulting, 14/02/2007,https://www.decideo.fr/Un-dashboard-HFM-en-5-jours-Les-membres-de-la-Communaute-CFO-Cockpit-font-leur-Revolution_a1872.html,comunique
0,Keyrus, 14/02/2007,https://www.decideo.fr/Keyrus-56-de-croissance-du-chiffre-d-affaires-annuel-et-depassement-des-100-Millions-d-Euros_a1875.html,comunique
0,Intersystems, 15/02/2007,https://www.decideo.fr/INTERSYSTEMS-N-1-DE-l-INFORMATIQUE-DECISIONNELLE-DANS-LE-SECTEUR-MEDICAL_a1876.html,comunique
0,Business Objects, 15/02/2007,https://www.decideo.fr/BUSINESS-OBJECTS-ET-NETEZZA-ETENDENT-LEUR-PARTENARIAT-POUR-FOURNIR-DES-SOLUTIONS-DE-BUSINESS-INTELLIGENCE-AUX_a1878.html,comunique
0,OnePoint, 15/02/2007,https://www.decideo.fr/Le-groupe-onePoint-rachete-ITEX-Informatique_a1879.html,comunique
0,Microstrategy, 16/02/2007,https://www.decideo.fr/MicroStrategy-introduit-une-nouvelle-generation-de-tableaux-de-bord-dynamiques_a1880.html,comunique
0,Talend, 16/02/2007,https://www.decideo.fr/TALEND-PROFESSIONNALISE-SES-SERVICES-DE-FORMATION_a1881.html,comunique
0,Cartesis, 19/02/2007,https://www.decideo.fr/Cartesis-annonce-le-support-des-serveurs-HP-Integrity_a1886.html,comunique
0,SAS, 19/02/2007,https://www.decideo.fr/SYNCER-devient-revendeur-des-solutions-decisionnelles-SAS-dediees-aux-PME_a1883.html,comunique
0,Business Objects, 20/02/2007,https://www.decideo.fr/BUSINESS-OBJECTS-RENFORCE-SA-PRESENCE-SUR-LA-ZONE-EMEA_a1884.html,comunique
0,Eurobios, 20/02/2007,https://www.decideo.fr/Eurobios-recoit-un-financement-d-OSEO-pour-la-mise-sur-le-marche-d-un-produit-de-dimensionnement-des-moyens-de-tests-et_a1885.html,comunique
0,Profilsoft, 21/02/2007,https://www.decideo.fr/Accord-de-partenariat-OEM-entre-ProfilSoft-et-Lingway_a1887.html,comunique
0,Teradata, 21/02/2007,https://www.decideo.fr/Teradata-designe-meilleur-fournisseur-de-solutions-d-entrepot-de-donnees_a1888.html,comunique
0,Report One, 26/02/2007,https://www.decideo.fr/En-moins-de-3-ans-Report-One-a-convaincu-700-PME-de-s-equiper-d-un-outil-decisionnel-adapte_a1892.html,comunique
0,DataMirror, 26/02/2007,https://www.decideo.fr/DataMirror-devoile-la-nouvelle-version-de-sa-solution-d-integration-de-donnees-Transformation-Server-6-0_a1891.html,comunique
0,Information Builders, 27/02/2007,https://www.decideo.fr/Ventana-Research-positionne-Information-Builders-au-premier-rang-des-fournisseurs-pour-la-gestion-des-performances_a1893.html,comunique
0,Prelytis, 27/02/2007,https://www.decideo.fr/UNILINK-et-PRELYTIS-annoncent-le-lancement-d-une-offre-de-pilotage-de-la-production-informatique-l-Infocentre-VEGA_a1894.html,comunique
0,Informatica, 27/02/2007,https://www.decideo.fr/Informatica-poursuit-avec-succes-la-mise-en-oeuvre-de-sa-strategie-d-integration-de-donnees-inter-entreprises_a1895.html,comunique
0,Priorizer, 27/02/2007,https://www.decideo.fr/C-est-fou-la-force-de-la-simplicite-_a1896.html,comunique
0,Aexis, 28/02/2007,https://www.decideo.fr/Human-Inference-et-Aexis-s-associent-pour-distribuer-des-solutions-de-Qualite-des-Donnees-a-destination-des-pays_a1897.html,comunique
0,SAS, 28/02/2007,https://www.decideo.fr/La-Mutuelle-des-Motards-choisit-SAS-pour-repondre-aux-exigences-de-ses-directions-d-actuariat-et-de-marketing_a1898.html,comunique
0,Applix, 28/02/2007,https://www.decideo.fr/APPLIX-DOPE-LA-GESTION-DE-LA-PERFORMANCE-AU-SEIN-DE-L-ENTREPRISE-AVEC-APPLIX-9-1_a1899.html,comunique
0,Spotfire, 28/02/2007,https://www.decideo.fr/L-avenement-de-la-Decision-Centric-Business-Intelligence-B-I-2-0-analyse-par-IDC-deja-une-realite-chez-Spotfire_a1900.html,comunique
0,Complex Systems, 05/03/2007,https://www.decideo.fr/ADLPartner-adepte-de-DataLab-pour-la-construction-de-ses-scores-marketing_a1904.html,comunique
0,Outlooksoft, 05/03/2007,https://www.decideo.fr/OUTLOOKSOFT-ANNONCE-DES-RESULTATS-RECORD-ET-PREVOIT-UN-EXCELLENT-MILLESIME-2007_a1905.html,comunique
0,Homsys, 05/03/2007,https://www.decideo.fr/Homsys-Group-annonce-la-creation-d-Homsys-Consulting-agence-dediee-au-conseil-en-Business-Intelligence_a1906.html,comunique
0,Lawson Software, 06/03/2007,https://www.decideo.fr/Lawson-lance-Lawson-Business-Intelligence-a-travers-le-monde_a1909.html,comunique
0,Cartesis, 06/03/2007,https://www.decideo.fr/Cartesis-annonce-une-offre-speciale-migration-pour-les-utilisateurs-d-Hyperion_a1911.html,comunique
0,Kxen, 06/03/2007,https://www.decideo.fr/La-Boite-a-Outils-vise-juste-grace-a-KXEN-specialiste-du-Datamining_a1912.html,comunique
0,Asterop, 06/03/2007,https://www.decideo.fr/Asterop-GeoIntelligence-2007-le-decisionnel-dynamique-de-l-ere-Internet_a1913.html,comunique
0,EMC, 06/03/2007,https://www.decideo.fr/988-MILLIARDS-DE-GIGABITS-D-INFORMATIONS-NUMERIQUES-CREEES-EN-2010-DANS-LE-MONDE_a1914.html,comunique
0,Philippe Nieuwbourg , 07/03/2007,https://www.decideo.fr/author/Philippe-Nieuwbourg/,comunique
0,Keyrus, 07/03/2007,https://www.decideo.fr/Keyrus-s-affiche-en-partenaire-cle-de-l-editeur-Business-Objects-dans-sa-strategie-de-conquete-du-Mid-Market_a1916.html,comunique
0,Spotfire, 07/03/2007,https://www.decideo.fr/Spotfire-lance-la-solution-Spotfire-Asset-Management-pour-l-analyse-de-donnees-des-services-financiers_a1917.html,comunique
0,SAS, 07/03/2007,https://www.decideo.fr/SAS-annonce-le-portage-de-la-solution-de-reporting-de-management-BristolReport-sur-SAS-OLAP-Server_a1918.html,comunique
0,Cognos, 08/03/2007,https://www.decideo.fr/COGNOS-S-ALLIE-A-BII-ET-PMSI-POUR-L-EDITION-D-UN-LIVRE-CONSACRE-AUX-BONNES-PRATIQUES-DE-GESTION-DE-LA-PERFORMANCE_a1921.html,comunique
0,Cognos, 09/03/2007,https://www.decideo.fr/COGNOS-ET-IBM-ETENDENT-LEUR-ALLIANCE-STRATEGIQUE-AFIN-DE-FOURNIR-UNE-SOLUTION-DE-GESTION-DE-LA-PERFORMANCE-DES-RH-A-LA_a1923.html,comunique
0,Cognos, 12/03/2007,https://www.decideo.fr/COGNOS-POSITIONNE-PARMI-LES-LEADERS-DES-DEUX-DERNIERES-ETUDES-DE-GARTNER_a1924.html,comunique
0,Attunity, 12/03/2007,https://www.decideo.fr/InFocus-2-1-le-High-Performance-Management-a-la-portee-de-tous_a1931.html,comunique
0,Previsea, 13/03/2007,https://www.decideo.fr/PREVISEA-des-solutions-de-business-intelligence-accessible-par-tous_a1925.html,comunique
0,Cognos, 13/03/2007,https://www.decideo.fr/COGNOS-ET-EPSILON-SIGNENT-UN-ACCORD-OEM-AUTOUR-DE-COGNOS-8-BUSINESS-INTELLIGENCE_a1927.html,comunique
0,ASG, 13/03/2007,https://www.decideo.fr/ASG-annonce-ASG-Safari-version-8-4_a1995.html,comunique
0,ASI, 14/03/2007,https://www.decideo.fr/ASI-1er-partenaire-VAR-GOLD-de-Business-Objects-en-France_a1933.html,comunique
0,Keyrus, 14/03/2007,https://www.decideo.fr/Keyrus-consacre-1er-Partenaire-VAR-Platinum-Business-Objects-pour-la-4eme-annee-consecutive_a1926.html,comunique
0,Amphaz, 14/03/2007,https://www.decideo.fr/Amphaz-vient-presenter-en-avant-premiere-sa-solution-Content-Planner-lors-de-l-Assemblee-Generale-du-Club-des_a1928.html,comunique
0,Amphaz, 14/03/2007,https://www.decideo.fr/Business-Objects-decerne-a-AMPHAZ-seul-partenaire-du-reseau-VAR-promu-Platinum-en-2007-le-prix-de-la-meilleure_a1930.html,comunique
0,SAS, 15/03/2007,https://www.decideo.fr/Umanis-devient-partenaire-Reseller-Silver-de-SAS_a1935.html,comunique
0,Business Objects, 16/03/2007,https://www.decideo.fr/BUSINESS-OBJECTS-LANCE-AVEC-IBM-UNE-SOLUTION-DE-BUSINESS-INTELLIGENCE-DEDIEE-AUX-PME_a1936.html,comunique
0,Homsys, 16/03/2007,https://www.decideo.fr/Homsys-est-consacre-pour-la-3eme-fois-meilleur-partenaire-Business-Objects-2006-sur-l-offre-Enterprise-Information_a1938.html,comunique
0,Business Objects, 20/03/2007,https://www.decideo.fr/BUSINESS-OBJECTS-LANCE-LE-CENTRE-D-EXCELLENCE-POUR-LA-GESTION-DE-LA-PERFORMANCE_a1957.html,comunique
0,Cartesis, 20/03/2007,https://www.decideo.fr/Cartesis-affiche-des-tests-de-performance-inegales_a1958.html,comunique
0,SAS, 20/03/2007,https://www.decideo.fr/SAS-sera-present-au-salon-du-Marketing-Direct-MD-Expo-2007_a1959.html,comunique
0,AGT, 21/03/2007,https://www.decideo.fr/Espace-Revetements-opte-pour-la-solution-globale-IG4-WebService-d-AGT_a1944.html,comunique
0,Synergy, 21/03/2007,https://www.decideo.fr/Synergy-recompense-par-Business-Objects-a-l-occasion-de-son-evenement-partenaires-en-mars-2007_a1960.html,comunique
0,Business Objects, 21/03/2007,https://www.decideo.fr/BUSINESS-OBJECTS-LANCE-L-INITIATIVE-OPEN-APPLIANCE_a1947.html,comunique
0,Hyperion, 21/03/2007,https://www.decideo.fr/Hyperion-LANCE-UN-jeu-de-simulation-pour-S-INITIER-A-LA-RESOLUTION-de-problematiques-metiers-a-l-aide-de-solutions-de_a1948.html,comunique
0,Business Objects, 21/03/2007,https://www.decideo.fr/Business-Objects-et-Netezza-lancent-un-systeme-de-Business-Intelligence-cle-en-main-dedie-au-Mid-Market_a1950.html,comunique
0,Information Builders, 22/03/2007,https://www.decideo.fr/IBM-choisit-Information-Builders-pour-un-accord-de-Business-Intelligence-mondial_a1945.html,comunique
0,Sybase, 22/03/2007,https://www.decideo.fr/SYBASE-S-ASSOCIE-AU-ROADSHOW-MICROSTRATEGY-8-1_a1946.html,comunique
0,Netezza, 22/03/2007,https://www.decideo.fr/NETEZZA-POURSUIT-SA-CROISSANCE-A-TRAVERS-LES-MARCHES-VERTICAUX-ET-GEOGRAPHIQUES_a1953.html,comunique
0,Umanis, 22/03/2007,https://www.decideo.fr/La-Banque-ACCORD-confie-a-Umanis-son-reporting-reglementaire-au-format-XBRL_a1954.html,comunique
0,Micropole-Univers, 22/03/2007,https://www.decideo.fr/Micropole-Univers-gagne-le-Challenge-Business-Objects-Raid_a1956.html,comunique
0,Complex Systems, 26/03/2007,https://www.decideo.fr/Le-CREDIT-AGRICOLE-NORD-DE-FRANCE-developpe-son-activite-scoring-avec-DataLab_a1961.html,comunique
0,Oxio, 26/03/2007,https://www.decideo.fr/Oxio-complete-son-offre-ETL-par-un-portail-web-end-user_a1982.html,comunique
0,Oracle, 26/03/2007,https://www.decideo.fr/PCAS-a-choisi-la-suite-Oracle-Business-Intelligence-pour-le-pilotage-operationnel-de-ses-activites_a1983.html,comunique
0,Abbyy, 26/03/2007,https://www.decideo.fr/ABBYY-FlexiCapture-8-0-Professional_a1984.html,comunique
0,Keyrus, 27/03/2007,https://www.decideo.fr/Logilec-filiale-des-centres-E-Leclerc-choisit-Keyrus-pour-ameliorer-la-performance-de-son-Systeme-d-Information_a1981.html,comunique
0,Viareport, 28/03/2007,https://www.decideo.fr/Viareport-presente-l-unique-solution-de-reporting-financier-100-en-SaaS_a1962.html,comunique
0,Business & Décision, 28/03/2007,https://www.decideo.fr/Les-resultats-de-Business-Decision-en-tres-forte-progression-sur-2006_a1963.html,comunique
0,Cognos, 30/03/2007,https://www.decideo.fr/COGNOS-PRESENTE-LES-RESULTATS-RECORDS-DE-SON-4EME-TRIMESTRE-ET-DE-SON-ANNEE-FISCALE-2007-CLOTUREE-AU-28-FEVRIER-2007_a1978.html,comunique
0,Homsys, 02/04/2007,https://www.decideo.fr/Homsys-accompagne-Publiprint-regie-publicitaire-du-groupe-Le-Figaro-dans-la-mise-en-place-de-son-systeme-decisionnel_a1966.html,comunique
0,Amelkis, 03/04/2007,https://www.decideo.fr/Amelkis-editeur-de-progiciels-de-consolidation-et-de-reporting-realise-une-augmentation-de-capital-de-310-K_a1990.html,comunique
0,Informatica, 04/04/2007,https://www.decideo.fr/Informatica-obtient-25-millions-de-dollars-de-dommages-et-interets-dans-un-proces_a1976.html,comunique
0,Informatica, 05/04/2007,https://www.decideo.fr/Informatica-annonce-une-nouvelle-extension-de-sa-methodologie-d-implementation-Velocity_a1973.html,comunique
0,Cartesis, 05/04/2007,https://www.decideo.fr/Cartesis-annonce-une-croissance-de-son-chiffre-d-affaires-logiciels-de-29-au-troisieme-trimestre-de-son-exercice-fiscal_a1974.html,comunique
0,Informatica, 06/04/2007,https://www.decideo.fr/Informatica-World-2007-remet-a-l-honneur-les-innovations-des-clients-d-Informatica_a1970.html,comunique
0,Aexis, 06/04/2007,https://www.decideo.fr/Aexis-propose-une-solution-destinee-a-accroitre-la-valeur-des-applications-de-gestion-de-la-performance-grace-a-une_a1971.html,comunique
0,Cognos, 06/04/2007,https://www.decideo.fr/COGNOS-ANNONCE-LE-SUPPORT-DE-L-INITIATIVE-DYNAMIC-WAREHOUSING-D-IBM_a1972.html,comunique
0,Cognos, 10/04/2007,https://www.decideo.fr/2B-CONSULTING-REMPORTE-LE-TROPHEE-2006-DU-PREMIER-PARTENAIRE-REVENDEUR-DE-COGNOS-FRANCE_a1969.html,comunique
0,Ifeas, 12/04/2007,https://www.decideo.fr/Definir-sa-strategie-en-moins-de-trois-jours_a1989.html,comunique
0,Nouveli, 18/04/2007,https://www.decideo.fr/NOUVELI-ACCOMPAGNE-L-AESN-DANS-SA-MIGRATION-VERS-BUSINESSOBJECTS-XIR2_a1993.html,comunique
0,Nouveli, 18/04/2007,https://www.decideo.fr/Nouveli-Entreprise-Gazelle-2006_a1994.html,comunique
0,Euriware, 23/04/2007,https://www.decideo.fr/32E-AMERICA-S-CUP-AREVA-CHALLENGE-SE-DOTE-D-UN-SYSTEME-DE-SAILING-INTELLIGENCE-CONCU-PAR-EURIWARE_a1999.html,comunique
0,Talend, 23/04/2007,https://www.decideo.fr/LANCEMENT-DE-TALEND-OPEN-STUDIO-V2-0_a2000.html,comunique
0,Philippe Nieuwbourg , 24/04/2007,https://www.decideo.fr/author/Philippe-Nieuwbourg/,comunique
0,Micropole-Univers, 24/04/2007,https://www.decideo.fr/RESULTATS-ANNUELS-2006-MICROPOLE-UNIVERS_a2001.html,comunique
